class,name,price,etl_date,brand,capacity,drive_type,read_speed,write_speed,model,id,capacity_value,capacity_unit,cut_name
傳統內接硬碟 HDD,WD 6TB【金標】256MB/7200轉/五年保(WD6003FRYZ),6600,2024-03-12,WD,6TB,HDD,,,WD 6TB,WD 6TB,6000.0,GB,WD 6TB【金標】256MB/7200轉/五年保(WD6003FRYZ) -> WD 6TB【金標】256MB/7200轉/五年保
傳統內接硬碟 HDD,WD 8TB【金標】256MB/7200轉/五年保(WD8004FRYZ),7288,2024-03-12,WD,8TB,HDD,,,WD 8TB,WD 8TB,8000.0,GB,WD 8TB【金標】256MB/7200轉/五年保(WD8004FRYZ) -> WD 8TB【金標】256MB/7200轉/五年保
傳統內接硬碟 HDD,WD 10TB【金標】256MB/7200轉/五年保(WD102KRYZ),7990,2024-03-12,WD,10TB,HDD,,,WD 10TB,WD 10TB,10000.0,GB,WD 10TB【金標】256MB/7200轉/五年保(WD102KRYZ) -> WD 10TB【金標】256MB/7200轉/五年保
傳統內接硬碟 HDD,WD 12TB【金標】256MB/7200轉/五年保(WD121KRYZ),9300,2024-03-12,WD,12TB,HDD,,,WD 12TB,WD 12TB,12000.0,GB,WD 12TB【金標】256MB/7200轉/五年保(WD121KRYZ) -> WD 12TB【金標】256MB/7200轉/五年保
傳統內接硬碟 HDD,WD 16TB【金標】512MB/7200轉/五年保(WD161KRYZ),12490,2024-03-12,WD,16TB,HDD,,,WD 16TB,WD 16TB,16000.0,GB,WD 16TB【金標】512MB/7200轉/五年保(WD161KRYZ) -> WD 16TB【金標】512MB/7200轉
傳統內接硬碟 HDD,Toshiba 1TB (2.5吋/5400轉/128M/7mm/二年保)(MQ04ABF100),1900,2024-03-12,Toshiba,1TB,HDD,,,Toshiba 1TB,Toshiba 1TB,1000.0,GB,Toshiba 1TB MQ04ABF100
傳統內接硬碟 HDD,Toshiba 2TB (2.5吋/5400轉/128M/9.5mm/二年保)(MQ04ABD200),2450,2024-03-12,Toshiba,2TB,HDD,,,Toshiba 2TB,Toshiba 2TB,2000.0,GB,Toshiba 2TB (MQ04ABD200)
傳統內接硬碟 HDD,Seagate 1TB【新梭魚】(2.5吋/5400轉/128M/7mm/二年保)(ST1000LM048),1650,2024-03-12,Seagate,1TB,HDD,,,Seagate 1TB,Seagate 1TB,1000.0,GB,Seagate 1TB【新梭魚】
傳統內接硬碟 HDD,Seagate 2TB【新梭魚】(2.5吋/5400轉/128M/7mm/二年保)(ST2000LM015),2990,2024-03-12,Seagate,2TB,HDD,,,Seagate 2TB,Seagate 2TB,2000.0,GB,Seagate 2TB【新梭魚】
傳統內接硬碟 HDD,Seagate 1TB【新梭魚 Pro】(2.5吋/7200轉/128M/7mm/五年保)(ST1000LM049),2100,2024-03-12,Seagate,1TB,HDD,,,Seagate 1TB,Seagate 1TB,1000.0,GB,Seagate 1TB【新梭魚 Pro】
傳統內接硬碟 HDD,WD 1TB【藍標】(2.5吋/5400轉/128M/7mm/三年保)(WD10SPZX),1750,2024-03-12,WD,1TB,HDD,,,WD 1TB,WD 1TB,1000.0,GB,WD 1TB【藍標】
傳統內接硬碟 HDD,WD 1TB【黑標】(2.5吋/7200轉/64M/7mm/五年保)(WD10SPSX),2100,2024-03-12,WD,1TB,HDD,,,WD 1TB,WD 1TB,1000.0,GB,WD 1TB【黑標】
