class,name,price,etl_date,model,size,brand,company,cut_name
主機板 MB,技嘉 B650M AORUS ELITE AX ICE(M-ATX冰魄白/Realtek 2.5G+無線/五年)12+2+2相,5490,2024-03-03,M-ATX冰魄白,ATX,技嘉,技嘉,技嘉 B650M AORUS ELITE AX ICE
主機板 MB,技嘉 B650 EAGLE AX(ATX/Realtek 1Gb/註冊四年)12+2+2相電源,4990,2024-03-03,Unknown,ATX,技嘉,技嘉,技嘉 B650 EAGLE AX
主機板 MB,技嘉 B650 AORUS ELITE AX V2(ATX/Realtek 2.5G+無線/註五年)12+2+2相電源,5990,2024-03-03,Unknown,ATX,技嘉,技嘉,技嘉 B650 AORUS ELITE AX V2
主機板 MB,技嘉 B650E AORUS ELITE X AX ICE(ATX冰魄白/Realtek 2.5G+無線/五年)12+2+2相,7990,2024-03-03,Unknown,ATX,技嘉,技嘉,技嘉 B650E AORUS ELITE X AX ICE
主機板 MB,技嘉 B650 AERO G(ATX/Intel2.5G+無線/註五年)16相電源,7990,2024-03-03,Unknown,ATX,技嘉,技嘉,技嘉 B650 AERO G
主機板 MB,微星 MPG B650I EDGE WIFI(Mini-ITX/Realtek 2.5G+無線/註五年)8+2+1相電源,6890,2024-03-03,Unknown,ITX,微星,微星,微星 MPG B650I EDGE WIFI
主機板 MB,微星 PRO B650M-B(M-ATX/Realtek 2.5G/註四年)6+2+1相電源 任搭優惠實施中,3190,2024-03-03,M-B,ATX,微星,微星,微星 PRO B650M-B
主機板 MB,微星 B650M GAMING WIFI(M-ATX/Realtek 2.5G+無線/註五年/2DIMM)6+2+1相電源,4390,2024-03-03,M-ATX,ATX,微星,微星,微星 B650M GAMING WIFI
主機板 MB,微星 PRO B650M-A WIFI(M-ATX/Realtek 2.5G+無線/註四年)8+1+1相電源,4790,2024-03-03,M-A,ATX,微星,微星,微星 PRO B650M-A WIFI
主機板 MB,微星 MAG B650M MORTAR WIFI(M-ATX/Realtek2.5G+無線/五年)12+2+1相 獨家,5490,2024-03-03,M-ATX,ATX,微星,微星,微星 MAG B650M MORTAR WIFI
主機板 MB,微星 B650M PROJECT ZERO 背插(M-ATX/Realtek2.5G+無線/五年)10+2+1相,5490,2024-03-03,M-ATX,ATX,微星,微星,微星 B650M PROJECT ZERO
主機板 MB,微星 B650 GAMING PLUS WIFI(ATX/Realtek2.5G+AMD 無線)12+2+1相電源,5890,2024-03-03,Unknown,ATX,微星,微星,微星 B650 GAMING PLUS WIFI
主機板 MB,微星 MAG B650 TOMAHAWK WIFI(ATX/Realtek2.5G+AMD 無線)14+2+1相電源,7290,2024-03-03,Unknown,ATX,微星,微星,微星 MAG B650 TOMAHAWK WIFI
主機板 MB,微星 MPG B650 EDGE WIFI(ATX/Realtek2.5G+AMD 無線)14+2+1相電源,6790,2024-03-03,Unknown,ATX,微星,微星,微星 MPG B650 EDGE WIFI
主機板 MB,華擎 B650I Lightning WIFI(Mini-ITX/Realtek 2.5G+無線/註冊五年保)8+2+1相電源,6490,2024-03-03,Unknown,ITX,Unknown,Unknown,華擎 B650I Lightning WIFI
主機板 MB,華擎 B650M-HDV/M.2(M-ATX/Realtek 2.5G/註四年/2DIMM)8+2+1相電源,3890,2024-03-03,M-HDV,ATX,Unknown,Unknown,華擎 B650M-HDV/M.2
主機板 MB,華擎 B650M PG Riptide(M-ATX/Realtek 2.5G/註五年)12+2+1相電源,4990,2024-03-03,M-ATX,ATX,Unknown,Unknown,華擎 B650M PG Riptide
主機板 MB,華擎 B650 LiveMixer(ATX/Realtek2.5G/註五年)14+2+1相電源-創作者主板,6990,2024-03-03,Unknown,ATX,Unknown,Unknown,華擎 B650 LiveMixer
主機板 MB,華擎 B650E PG Riptide WiFi(ATX/Killer 2.5G+無線/註五年)14+2+1相電源,6990,2024-03-03,Unknown,ATX,Unknown,Unknown,華擎 B650E PG Riptide WiFi
主機板 MB,華擎 B650E Taichi Lite(EATX/Killer 2.5G+無線/註五年)24+2+1 相供電,10490,2024-03-03,Unknown,ATX,Unknown,Unknown,華擎 B650E Taichi Lite
主機板 MB,華碩 PRIME X670-P WIFI-CSM(ATX/Realtek2.5Gb+無線/註四年)12+2相電源-C/P之王,5990,2024-03-03,WIFI-CSM,ATX,華碩,華碩,華碩 PRIME X670-P WIFI-CSM
主機板 MB,華碩 PRIME X670E-PRO WIFI-CSM(ATX/Realtek2.5Gb+無線/註四年)14+2相電源,6990,2024-03-03,E-PRO,ATX,華碩,華碩,華碩 PRIME X670E-PRO WIFI-CSM
主機板 MB,華碩 TUF GAMING X670E-PLUS(ATX/1H1P/Realtek 2.5Gb/註五年)14+2相-獨家供應,7590,2024-03-03,E-PLUS,ATX,華碩,華碩,華碩 TUF GAMING X670E-PLUS
主機板 MB,華碩 TUF GAMING X670E-PLUS WIFI(ATX/Realtek2.5Gb+無線/註五年)14+2相-3/31止,8290,2024-03-03,E-PLUS,ATX,華碩,華碩,華碩 TUF GAMING X670E-PLUS WIFI
主機板 MB,華碩 ROG STRIX X670E-F GAMING WIFI(ATX/Intel2.5G+無線/註五年)16+2相,13990,2024-03-03,E-F,ATX,華碩,華碩,華碩 ROG STRIX X670E-F GAMING WIFI
主機板 MB,華碩 ROG CROSSHAIR X670E HERO(ATX/Intel2.5G+無線/註五年)18+2相,19990,2024-03-03,Unknown,ATX,華碩,華碩,華碩 ROG CROSSHAIR X670E HERO
主機板 MB,技嘉 X670 GAMING X AX V2(ATX/Realtek 2.5Gb+無線/註五年)14+2+2相.獨家,7490,2024-03-03,Unknown,ATX,技嘉,技嘉,技嘉 X670 GAMING X AX V2
主機板 MB,技嘉 X670 AORUS ELITE AX(ATX/1H/Realtek 2.5G+無線/註五年)16+2+2相,9990,2024-03-03,Unknown,ATX,技嘉,技嘉,技嘉 X670 AORUS ELITE AX
主機板 MB,技嘉 X670E AORUS PRO X(ATX冰魄白/Intel2.5G+Wi-Fi 7/註五年)16+2+2相,11990,2024-03-03,Unknown,ATX,技嘉,技嘉,技嘉 X670E AORUS PRO X
主機板 MB,技嘉 X670E AORUS MASTER(E-ATX/Intel2.5G+無線/註五年)16+2+2相,14990,2024-03-03,E-ATX,E-ATX,技嘉,技嘉,技嘉 X670E AORUS MASTER
主機板 MB,微星 PRO X670-P WIFI(ATX/Realtek2.5G+無線/註四年)14+2+1相供電,7990,2024-03-03,Unknown,ATX,微星,微星,微星 PRO X670-P WIFI
主機板 MB,微星 MAG X670E TOMAHAWK WIFI(ATX/Realtek2.5G+無線/註五年)14+2+1相供電,8888,2024-03-03,Unknown,ATX,微星,微星,微星 MAG X670E TOMAHAWK WIFI
主機板 MB,微星 MPG X670E CARBON WIFI(ATX/Realtek2.5G+無線/註五年)18+2+1相供電,14490,2024-03-03,Unknown,ATX,微星,微星,微星 MPG X670E CARBON WIFI
主機板 MB,微星 MEG X670E ACE(E-ATX/Marvell 10G+無線/註五年)22+2+1相供電,23888,2024-03-03,E-ATX,E-ATX,微星,微星,微星 MEG X670E ACE
主機板 MB,華擎 X670E PG LIGHTNING(ATX/1H1P/Dragon2.5G/註五年)14+2+1相,7590,2024-03-03,Unknown,ATX,Unknown,Unknown,華擎 X670E PG LIGHTNING
主機板 MB,華擎 X670E Pro RS(ATX/1H1P/Realtek2.5G+無線/註五年)14+2+1相供電,7990,2024-03-03,Unknown,ATX,Unknown,Unknown,華擎 X670E Pro RS
主機板 MB,華碩 Pro WS WRX80E-SAGE SE WIFI II(E-ATX/2*Intel 10G/無線/註四年/8DIMM),37990,2024-03-03,E-SAGE,E-ATX,華碩,華碩,華碩 Pro WS WRX80E-SAGE SE WIFI II
主機板 MB,PRO WS WRX90E-SAGE SE(E-ATX/2*Intel 10G+Realtek 1G/註四年/8DIMM),39990,2024-03-03,E-SAGE,E-ATX,Unknown,Unknown,PRO WS WRX90E-SAGE SE
主機板 MB,華碩 Pro WS TRX50-SAGE WIFI(CEB/Marvell 10Gb+Intel 2.5Gb+Wi-Fi 7/註四年)36相,29990,2024-03-03,Unknown,Unknown,華碩,華碩,華碩 Pro WS TRX50-SAGE WIFI
主機板 MB,技嘉 TRX50 AERO D(CEB/Marvell 10Gb+Realtek 2.5Gb+Wi-Fi 7/註五年)16+8+4相,24990,2024-03-03,Unknown,Unknown,技嘉,技嘉,技嘉 TRX50 AERO D
